avg_resilience,avg_cost_impact,avg_service_level,min_service_level,max_cost_impact,avg_roi,avg_recovery_time,avg_risk_exposure,transportation_efficiency,inventory_health,supplier_performance_North_America,supplier_performance_Europe,supplier_performance_East_Asia,scenario,iteration
0.9289543791774585,0.3500935774494736,0.6880055802605878,0.656797177179754,0.5539829051219813,-0.889697033214201,1.1027635383631453,0.03494391186038713,0.8906229971902456,0.8553333333333334,0.8476823610289915,0.8350160535646803,0.8854414296975092,baseline,0
0.922820926534338,0.3508853248446192,0.6986226154671532,0.6629750436243126,0.5451526511019111,-0.8863818782569832,1.2030638822664705,0.05760442997847882,0.890253515072511,0.8553333333333334,0.9258741074434602,0.8768058523001022,0.86108394656459,baseline,1
0.922180801921695,0.35283553033968246,0.6992506882487418,0.6692573219974999,0.5157790137973838,-0.8754463791891636,1.0959489935511946,0.059052470516031845,0.8893434191748149,0.8553333333333334,0.8346858209310916,0.9220726149547183,0.9138808891226595,baseline,2
0.922681154190435,0.3571201354489561,0.7018272780899684,0.6744666232589454,0.4801012281118739,-0.8512580859031758,1.0927477876689218,0.05388488607461766,0.8873439367904872,0.8553333333333334,0.9018296356048445,0.9036540504263525,0.8909831842686295,baseline,3
0.9224856447125955,0.3606575506232731,0.6979247665511059,0.6765563218757386,0.49234237922121277,-0.8324763940123248,1.1737990144366688,0.05230323853681743,0.8856931430424724,0.8553333333333334,0.9210746527426235,0.8486028182342036,0.8939837876688433,baseline,4
0.9275088982642057,0.34232972033206,0.6971029281255524,0.6688435914347741,0.5211454572671141,-0.9324505451934576,1.0891349127379328,0.0478889577014957,0.8942461305117053,0.8553333333333334,0.8470708182893278,0.942992934575577,0.8548699034933427,baseline,5
0.9253004932736246,0.34675184196634345,0.6897139557119257,0.6641291187079489,0.5095463564771974,-0.9082115286632075,1.1166202487248689,0.048047008752557976,0.8921824737490396,0.8553333333333334,0.8522990774382311,0.8311605819384609,0.8980199699377275,baseline,6
0.9253776227453402,0.34853116222040875,0.6957016048899995,0.6625002821329374,0.5013662918792229,-0.8988631269761759,1.153364698757207,0.050055115036166234,0.8913521242971426,0.8553333333333334,0.8479491028935667,0.8480436160045912,0.9401441700091056,baseline,7
0.9279428492778838,0.3442269076097516,0.7000308004428402,0.6811846658513175,0.45297796705489257,-0.9216994373198558,1.1011091018729078,0.04513871246282982,0.8933607764487826,0.8553333333333334,0.8609267660088793,0.8629194582407004,0.9484917992334959,baseline,8
0.9207835421507731,0.35045830398066014,0.7085690059732834,0.6779899378405693,0.5259206127012941,-0.8888124715805892,1.1190597657047832,0.0678263163517209,0.8904527914756919,0.8553333333333334,0.8593822240000134,0.9524411546708015,0.9409358423013546,baseline,9
0.9290340792855807,0.3443361276601738,0.6929386810830712,0.6692932309692505,0.43000000000000005,-0.920753880347495,1.0214933656622331,0.03906374993236951,0.8933098070919189,0.8553333333333334,0.8762088408203327,0.8552989623779463,0.8773889866488472,baseline,10
0.9275302542139653,0.3511459306261134,0.6843686814739302,0.6461519017227515,0.5615133859359931,-0.8842145378705661,1.1246501308268564,0.03709186581539546,0.890131899041147,0.8553333333333334,0.8523235719703656,0.8228484624868686,0.8610063161312662,baseline,11
0.9247838370173737,0.3432832554445862,0.7115369560947872,0.6964169875304232,0.4425110844594878,-0.927153632894526,1.0682465731947448,0.06090101172064323,0.893801147459193,0.8553333333333334,0.9378774936096033,0.8881015299904723,0.948890335930306,baseline,12
0.9232286103900711,0.34953404125848675,0.6966672592958006,0.6745081720533316,0.4699192872716622,-0.8933265927952647,1.1494213299275744,0.055463363372757556,0.8908841140793727,0.8553333333333334,0.8327709526849862,0.9387956719867341,0.873967671816895,baseline,13
0.9265288531352556,0.3473383081252685,0.6986825358620768,0.680287038507066,0.4497851035416093,-0.9044436266053608,1.0508095072633636,0.0476382534856641,0.8919087895415413,0.8553333333333334,0.9618158102494816,0.8615954867034025,0.8387847100368291,baseline,14
0.9228756137104945,0.3441873297529238,0.7082789080925063,0.6828573028658882,0.46774114715204207,-0.9223405421084988,1.0704776143197803,0.06509919256263184,0.8933792461153021,0.8553333333333334,0.8894347005386696,0.9168397877501222,0.9399508977882551,baseline,15
0.92378104237589,0.351380436160659,0.7072709626530075,0.6863812386160167,0.4619986847439025,-0.8824512441325758,1.0550764674272264,0.05537349946476232,0.8900224631250256,0.8553333333333334,0.8943984917505138,0.9026610047786364,0.9446666701647453,baseline,16
0.92371810888165,0.3624669285989739,0.6885896802995457,0.651434291922655,0.5111575199643006,-0.8223874494010458,1.1986049652829662,0.042350141369600795,0.8848487666538121,0.8553333333333334,0.8935609094603518,0.8397850017124889,0.8476298945149863,baseline,17
0.9279928648390083,0.3419682653069816,0.695223047551116,0.6721634123262141,0.43000000000000005,-0.9341252212547525,1.036827475512761,0.04703858470710831,0.8944148095234087,0.8553333333333334,0.8633012009939072,0.9183011155413981,0.8462544913823982,baseline,18
0.924486383218844,0.3512702293125525,0.7034428842820322,0.6766038672866802,0.519435271297457,-0.883663657482976,1.123593869705088,0.051669703244983094,0.8900738929874754,0.8553333333333334,0.9117667199956242,0.8955096112733203,0.9000276774624315,baseline,19
0.9270061358589116,0.34546629043022076,0.6996258021812077,0.6772216635574189,0.4475778585440039,-0.9148066873273011,1.0417806556073506,0.04854179510711723,0.8927823977992302,0.8553333333333334,0.8636747836596419,0.9139132803538466,0.891892295015386,baseline,20
0.9285743491396362,0.35024101365976396,0.6937749957589973,0.6562827157162394,0.5611235745667833,-0.8906154308110165,1.439422676675416,0.039003585853500396,0.8905541936254434,0.8553333333333334,0.8351577953442345,0.8938444359994535,0.8908019645768205,baseline,21
0.9239065774733781,0.33992253782455495,0.7107361678275607,0.6900604155240961,0.44597196687685314,-0.9456333222692245,1.0615582617944257,0.06595857014218393,0.895369482348541,0.8553333333333334,0.9122327568521919,0.913117504326833,0.9401922529549248,baseline,22
0.9223138511158335,0.35557775994450347,0.705686317789201,0.6715658980715009,0.5177176464443367,-0.8603393180890747,1.1047769352192276,0.05831838242922368,0.8880637120258984,0.8553333333333334,0.9288509747059377,0.885677128736808,0.9156149050314688,baseline,23
0.9281829231081632,0.34550418945363587,0.6912432926418345,0.6768484780570759,0.45477454678696017,-0.914444137931564,1.0533393936982591,0.04080026445285448,0.8927647115883033,0.8553333333333334,0.8350008569525295,0.9086620428041269,0.8507259212882748,baseline,24
0.9276004616134504,0.34282541905255964,0.7025693606825159,0.6778902972516311,0.49692179073310194,-0.9297354295976703,1.1236751995823566,0.04903356590626869,0.8940148044421388,0.8553333333333334,0.9244894731552751,0.8684199843254518,0.9012918662243454,baseline,25
0.9265431202534224,0.34453747176738186,0.6972615383315369,0.6742332946253895,0.4359485319038617,-0.9195127292465226,1.0,0.0490153941019565,0.8932158465085549,0.8553333333333334,0.9000317663360906,0.8938747951462388,0.8538024136328795,baseline,26
0.924958666117537,0.3459706481822726,0.7046468514429048,0.681875374894493,0.4424941589746022,-0.9122731062746678,1.0760861317168071,0.05661007064492599,0.8925470308482727,0.8553333333333334,0.9713400820373651,0.8525871204126909,0.8908646803159268,baseline,27
0.9244610500617744,0.34566174556041224,0.7035402378500734,0.6842861466562136,0.49441076914143034,-0.9140558060286424,1.041008023576551,0.057417996172750195,0.892691185405141,0.8553333333333334,0.95965533560308,0.8394363894341998,0.9056105038323582,baseline,28
0.9240213940358888,0.3482692307692308,0.7082731977611336,0.6893727975064728,0.43000000000000005,-0.8991873741451207,1.0,0.057092402040064716,0.8914743589743589,0.8553333333333334,0.9409725069483726,0.9497490025107471,0.8580337743437654,baseline,29
0.9278814056149455,0.34438692160132744,0.6852954919540092,0.6679445118863011,0.4766623308769853,-0.9206201766642688,1.022713479519354,0.040336807691096634,0.8932861032527138,0.8553333333333334,0.833871275800671,0.8625162355589644,0.8440252747511371,baseline,30
0.9258095620882977,0.3524851540530181,0.6964758015487269,0.6686871648336316,0.5050814113246889,-0.8768563445445806,1.1548654728459389,0.04725457760867466,0.8895069281085914,0.8553333333333334,0.874234611963653,0.8557028169129883,0.9156032636045043,baseline,31
0.9254447504204788,0.3435322636616486,0.7059474825303587,0.6816243561137595,0.43335263913915145,-0.9255172646753056,1.0320771137053857,0.05625401213340838,0.8936849436245639,0.8553333333333334,0.9041905205149049,0.910843918658954,0.9098861473013182,baseline,32
0.924067946658908,0.3425,0.6981661061532933,0.6748843544743404,0.4800000000000001,-0.9313729906843904,1.0,0.05959383711969498,0.8941666666666666,0.8553333333333334,0.8436828350737116,0.9662300921314929,0.8446464497584724,baseline,33
0.9310807129493285,0.3469869071676718,0.6913743944171202,0.6707174614552593,0.46198613152464785,-0.9061253050898141,1.0975463190705146,0.029524758759651396,0.8920727766550866,0.8553333333333334,0.8612872793229743,0.8818422821488953,0.8533415929656474,baseline,34
0.9282537343689197,0.34527817688124895,0.6968297942890435,0.6724881388892423,0.4805053311888575,-0.9161102161509217,1.1346528042378625,0.04252785802623782,0.8928701841220837,0.8553333333333334,0.921981067122827,0.8326149236624555,0.8896943211768668,baseline,35
0.9243479784202446,0.3487348708151756,0.6941510874541985,0.6620121844605917,0.5284399384618133,-0.898101242882189,1.2450920288833947,0.05298372430189771,0.8912570602862513,0.8553333333333334,0.9413745043433962,0.8332214944187204,0.8477912023612694,baseline,36
0.9270028070478158,0.3515743628727718,0.6884369334126593,0.661958283368814,0.5296181370083586,-0.881753477125409,1.1445635031092098,0.03890590295031072,0.8899319639927066,0.8553333333333334,0.8698513398160966,0.8587767533550628,0.844318798363161,baseline,37
0.9276439832708553,0.3415563824618968,0.7078139009586236,0.6825307795982626,0.5087753671381803,-0.9366763217444853,1.0806211021835128,0.052125671016932516,0.8946070215177814,0.8553333333333334,0.8983204825103461,0.9074612610679214,0.9345945991705885,baseline,38
0.9218092657612917,0.3571638110149442,0.7010117963940943,0.6709161702685397,0.4938588062424142,-0.850711809999701,1.0527026724196753,0.05449785389255282,0.8873235548596927,0.8553333333333334,0.9378994415561634,0.8828401187120399,0.8684900783732914,baseline,39
0.9267888023591342,0.3480607033289399,0.7044221657656439,0.6857900396795336,0.44353329389647667,-0.9003978558903748,1.054675955442131,0.04762489582092175,0.891571671779828,0.8553333333333334,0.9307662644228254,0.8744607319659905,0.908872547196997,baseline,40
0.9237790647381984,0.3498875275628163,0.7045796136554368,0.6766297844094722,0.5141514332664479,-0.8910633133289552,1.0863311297512,0.055162852670464835,0.890719153804019,0.8553333333333334,0.9185510009102918,0.9231385768439012,0.8749673403898703,baseline,41
0.9259655353871449,0.3482898301474417,0.6857574635978233,0.6587704419510414,0.47235440627507663,-0.8994486287325135,1.0731031786425071,0.04387566327078112,0.8914647459311938,0.8553333333333334,0.8448487807500223,0.8220670072301313,0.8800142278607187,baseline,42
0.9327260091447405,0.3425,0.6986677382059183,0.6869907509041991,0.38000000000000006,-0.9304337681505077,1.0,0.029191437808393377,0.8941666666666666,0.8553333333333334,0.8854409189561251,0.8822486513037686,0.8914011809313072,baseline,43
0.9315558395762006,0.33683252542715053,0.7028086461404721,0.6755283430875559,0.4352913222118287,-0.9622715993722525,1.0,0.04133681882039291,0.8968114881339964,0.8553333333333334,0.8610407240905289,0.93843175264724,0.8931339098368303,baseline,44
0.9254939151330412,0.3548521957474297,0.6895565239112292,0.6571688444688336,0.5050802669446725,-0.8637276378007248,1.1505966430285195,0.04174951803929358,0.8884023086511996,0.8553333333333334,0.8905616638741278,0.8507951672836438,0.8436057953324091,baseline,45
